disease_id	name	cui	DKE
DIS006446	Proliferating angioendotheliomatosis	C0027651	Neoplasms
DIS006377	Pronator teres syndrome	C0016059	Fibrosis
DIS005673	Propionic acidemia	C0011175	Dehydration
DIS006415	Prosopagnosia	C0032743	Positron emission tomography
DIS004011	Prostate cancer	C0023185	Learning
DIS005040	Protein C deficiency	C0162429	Malnutrition
DIS004251	Protein S deficiency	C0042880	Vitamin K deficiency
DIS007224	Proteus syndrome	C0018916	Hemangioma
DIS007596	Protrusio acetabuli	C0030193	Pain
DIS006297	Proximal 18q-	C0002627	Amniocentesis
DIS004228	Proximal diabetic neuropathy	C0011849	Diabetes mellitus, NOS
DIS005089	Proximal femoral focal deficiency	C0022116	Ischemia
DIS005053	Prune belly syndrome	C0028754	Obesity
DIS004425	Pruritic urticarial papules and plaques of pregnancy	C0020538	Hypertensive disease
DIS006822	Pruritus ani	C0006840	Candidiasis
DIS007533	Pseudo-Cushing's syndrome	C0001973	Alcohol dependence
DIS004849	Pseudo-Hurler polydystrophy	C0007286	Carpal tunnel syndrome
DIS003967	Pseudoaneurysm	C0002978	Angiogram
DIS003541	Pseudobulbar palsy	C0033790	Pseudobulbar palsy
DIS006978	Pseudocholinesterase deficiency	C0018941	Blood test
DIS006323	Pseudoexfoliation syndrome	C0005558	Biopsy
DIS005237	Pseudofolliculitis barbae	C0021368	Inflammation
DIS006309	Pseudohypoaldosteronism	C0020461	Hyperkalemia
DIS005088	Pseudohypoparathyroidism	C0020502	Hyperparathyroidism
DIS006697	Pseudolymphoma	C0011991	Diarrhea
DIS005111	Pseudomyxoma peritonei	C0027651	Neoplasms
DIS005361	Pseudopseudohypoparathyroidism	C0018941	Blood test
DIS003426	Pseudovaginal perineoscrotal hypospadias	C0221182	Chordee
DIS006094	Pseudoxanthoma elasticum	C0005558	Biopsy
DIS003472	Psoriatic onychodystrophy	C0263534	Beau's lines
DIS006397	Psychasthenia	C0015726	Fear
DIS006010	Psychogenic amnesia	C0002622	Amnesia
DIS003680	Psychogenic non-epileptic seizure	C0036572	Convulsions
DIS000035	Psychogenic pain	C0152174	Somatoform pain disorder
DIS004852	Psychomotor agitation	C0525045	Mood disorder
DIS004850	Psychomotor retardation	C0004936	Mental disorders NOS
DIS004199	Psychopathy	C0233514	Abnormal behavior
DIS007063	Psychosis	C0004936	Mental disorders NOS
DIS004364	Psychosocial short stature	C0013336	Dwarfism
DIS004107	Pterygium (conjunctiva)	C0524957	Corneal topography
DIS004157	Ptosis (breasts)	C0033377	Ptosis
DIS007422	Ptosis (eyelid)	C0011849	Diabetes mellitus, NOS
DIS006831	Pulled elbow	C0013604	Edema
DIS003220	Pulmonary alveolar proteinosis	C0162429	Malnutrition
DIS003528	Pulmonary aspiration	C0700292	Hypoxemia
DIS007193	Pulmonary atresia	C0018798	Congenital heart defect
DIS000823	Pulmonary consolidation	C0030987	Percussion
DIS005338	Pulmonary contusion	C0013604	Edema
DIS003914	Pulmonary edema	C0013404	Dyspnea
DIS007156	Pulmonary embolism	C0010200	Coughing
DIS004812	Pulmonary fibrosis	C0004364	Autoimmune disease NOS
DIS006115	Pulmonary heart disease	C0035222	Adult respiratory distress syndrome, NOS
DIS004353	Pulmonary hemorrhage	C0005779	Blood coagulation disorder
DIS005875	Pulmonary hypertension	C0020542	Pulmonary hypertension, NOS
DIS005294	Pulmonary hypoplasia	C0149736	Mass of neck
DIS003622	Pulmonary insufficiency	C0020542	Pulmonary hypertension, NOS
DIS006040	Pulmonary interstitial emphysema	C0243026	Sepsis
DIS005336	Pulmonary laceration	C0019080	Hemorrhage
DIS005825	Pulmonary sequestration	C0221198	Lesion
DIS003401	Pulmonary valve stenosis	C0004339	Auscultation
DIS003784	Pulmonary venoocclusive disease	C0020542	Pulmonary hypertension, NOS
DIS006963	Pulpitis	C0011334	Dental caries
DIS006035	Pulseless electrical activity	C0001122	Acidosis
DIS006862	Pure autonomic failure	C0007859	Neck pain NOS
DIS007047	Pure red cell aplasia	C0004364	Autoimmune disease NOS
DIS007577	Purine nucleoside phosphorylase deficiency	C0162429	Malnutrition
DIS006301	Purtscher's retinopathy	C0002978	Angiogram
DIS005819	Pyaemia	C0032285	Pneumonia
DIS006706	Pycnodysostosis	C0037301	Wrinkled skin
DIS006455	Pyelonephritis	C0034186	Pyelonephritis
DIS003547	Pyloric stenosis	C0020564	Hypertrophy
DIS005696	Pyogenic granuloma	C0005558	Biopsy
DIS004791	Pyogenic liver abscess	C0030305	Pancreatitis
DIS003560	Pyometra	C0011175	Dehydration
DIS003217	Pyomyositis	C0024485	Magnetic resonance imaging
DIS005795	Pyonephrosis	C0022650	Calculus of kidney
DIS007030	Pyromania	C0564567	Impulsive character (finding)
DIS006029	Pyruvate carboxylase deficiency	C0000737	Abdominal pain
DIS003930	Pyruvate dehydrogenase deficiency	C0018941	Blood test
DIS006041	Pyruvate kinase deficiency	C0162429	Malnutrition
DIS006873	Q fever	C0206054	Transesophageal echocardiography
DIS006093	Quadrantanopia	C0544680	Quadrantanopsia
DIS006619	Quadriceps tendon rupture	C0024485	Magnetic resonance imaging
DIS006582	Quebec platelet disorder	C0018965	Hematuria
DIS006827	Rabies	C0231221	Asymptomatic
DIS006730	Rabson–Mendenhall syndrome	C0017741	Glucose tolerance test
DIS006448	Rachischisis	C0024485	Magnetic resonance imaging
DIS003577	Radial neuropathy	C0013839	Electromyography
DIS006216	Radial tunnel syndrome	C0677499	Radial tunnel syndrome
DIS006396	Radiation burn	C0016356	Fluoroscopy
DIS004500	Radiation enteropathy	C0011849	Diabetes mellitus, NOS
DIS005517	Radiculopathy	C0020564	Hypertrophy
DIS014257	Rain scald	C0200949	Blood culture
DIS003814	Ramos-Arroyo syndrome	C0011053	Deafness
DIS005380	Ramsay Hunt syndrome type 1	C0004093	Asthenia
DIS005547	Ramsay Hunt syndrome type 2	C0023508	White blood cell count
DIS003244	Ranula	C0013604	Edema
DIS006698	Rapid eye movement sleep behavior disorder	C0427202	Muscular atony
DIS007234	Rapidly progressive glomerulonephritis	C1565489	Impaired renal function
DIS006172	Rasmussen's encephalitis	C0013819	Electroencephalography
DIS005532	Rat-bite fever	C0021368	Inflammation
DIS003609	Raynaud syndrome	C0034734	Raynaud disease
DIS006688	Reactive arthritis	C0221198	Lesion
DIS005117	Reactive attachment disorder	C0013146	Drug abuse
DIS005712	Reactive gastropathy	C0017168	Gastroesophageal reflux disease
DIS005591	Reactive hypoglycemia	C0020615	Hypoglycemia
DIS007181	Receptive aphasia	C0015230	Exanthema
DIS004197	Rectal foreign body	C0033774	Pruritus
DIS004685	Rectal prolapse	C0009806	Constipation
DIS007128	Rectocele	C0033377	Ptosis
DIS007304	Rectovaginal fistula	C0302592	Carcinoma of cervix
DIS002933	Recurrent airway obstruction	C0004096	Asthma
DIS005454	Recurrent corneal erosion	C0010034	Disorder of cornea
DIS006502	Recurrent miscarriage	C0000786	Spontaneous abortion
DIS003779	Red eye (medicine)	C0010038	Corneal opacity, NOS
DIS004796	Reflux nephropathy	C0041618	Ultrasonography
DIS005047	Refractive error	C0344232	Blurred vision
DIS003507	Refractory anemia with excess of blasts	C0027651	Neoplasms
DIS006231	Refsum disease	C0162429	Malnutrition
DIS004054	Reinke's edema	C0017168	Gastroesophageal reflux disease
DIS003698	Reis–Bucklers corneal dystrophy	C0030193	Pain
DIS007355	Relapsing polychondritis	C0004364	Autoimmune disease NOS
DIS004397	Renal artery stenosis	C0004339	Auscultation
DIS003717	Renal cell carcinoma	C0020564	Hypertrophy
DIS004407	Renal colic	C0022650	Calculus of kidney
DIS004785	Renal cortical necrosis	C0000832	Abruptio placentae
DIS005310	Renal cyst	C0010709	Cyst
DIS001012	Renal dysplasia-limb defects syndrome	C0031575	Phocomelia
DIS007141	Renal glycosuria	C0018941	Blood test
DIS005841	Renal osteodystrophy	C0018941	Blood test
DIS007527	Renal papillary necrosis	C0011849	Diabetes mellitus, NOS
DIS014262	Renal–hepatic–pancreatic dysplasia	C0334044	Dysplasia
DIS007146	Renovascular hypertension	C0011849	Diabetes mellitus, NOS
DIS005468	Renpenning's syndrome	C0023185	Learning
DIS003615	Repetitive strain injury	C0007286	Carpal tunnel syndrome
DIS007066	Respiratory acidosis	C0004096	Asthma
DIS006015	Respiratory arrest	C0004096	Asthma
DIS004950	Respiratory disease	C0005558	Biopsy
DIS003694	Respiratory failure	C1145670	Respiratory failure, NOS
DIS001390	Restenosis	C3714552	Weakness
DIS005667	Restless legs syndrome	C0004364	Autoimmune disease NOS
DIS007199	Restrictive cardiomyopathy	C0013516	Echocardiography
DIS006874	Restrictive lung disease	C0016059	Fibrosis
DIS007194	Reticular dysgenesis	C0002871	Anemia
DIS007625	Reticulocytopenia	C0002871	Anemia
DIS006666	Retinal detachment	C0200189	Fundus photography
DIS007461	Retinal haemorrhage	C0242184	Hypoxia
DIS003242	Retinal migraine	C0236018	Aura
DIS004540	Retinitis	C0013604	Edema
DIS006238	Retinoblastoma	C0027651	Neoplasms
DIS004356	Retinopathy	C0200189	Fundus photography
DIS003241	Retinopathy of prematurity	C0024032	Low birth weight
DIS005636	Retrograde ejaculation	C0403673	Retrograde ejaculation
DIS002745	Retrolisthesis	C0026821	Muscle cramp
DIS005366	Retroperitoneal fibrosis	C3714514	Infection
DIS007280	Retroverted uterus	C0242172	Pelvic inflammatory disease NOS
DIS004505	Reversible cerebral vasoconstriction syndrome	C0010200	Coughing
DIS004403	Reye syndrome	C0025289	Meningitis
DIS006493	Rh disease	C0000786	Spontaneous abortion
DIS006337	Rhabdomyolysis	C0026848	Myopathy
DIS005731	Rhabdomyoma	C0027651	Neoplasms
DIS003222	Rhabdomyosarcoma	C0024485	Magnetic resonance imaging
DIS005371	Rheumatic fever	C0008489	Chorea
DIS006227	Rheumatoid arthritis	C0024485	Magnetic resonance imaging
DIS001296	Rheumatoid lung disease	C0004364	Autoimmune disease NOS
DIS006399	Rhinitis medicamentosa	C0041912	Upper respiratory infection NOS
DIS006426	Rhinolith	C0014591	Epistaxis
DIS005992	Rhinophyma	C0001973	Alcohol dependence
DIS005254	Rhinoscleroma	C0014591	Epistaxis
DIS004698	Rhinosporidiosis	C0005558	Biopsy
DIS005873	Rhizomelic chondrodysplasia punctata	C0036572	Convulsions
DIS003832	Rib fracture	C0085639	Falls
DIS003312	Ribose-5-phosphate isomerase deficiency	C0007758	Cerebellar ataxia NOS
DIS005430	Rickettsiosis	C0221423	Illness (finding)
DIS004115	Riedel's thyroiditis	C0154162	Riedel's thyroiditis
DIS005612	Rift Valley fever	C3714514	Infection
DIS000792	Right axis deviation	C1623258	Electrocardiography
DIS007206	Right bundle branch block	C0020538	Hypertensive disease
DIS004744	Right ventricular hypertrophy	C0020542	Pulmonary hypertension, NOS
DIS000373	Ring chromosome 20 syndrome	C0004377	Automatism
DIS000111	Ringbone	C0030193	Pain
DIS005133	Roberts syndrome	C0015300	Exophthalmos
DIS006512	Robinow syndrome	C0020534	Orbital separation excessive
DIS006140	Rocky Mountain spotted fever	C3714514	Infection
DIS005095	Rombo syndrome	C0010520	Cyanosis
DIS001178	Rosacea	C0003467	Anxiety
DIS004051	Rosai–Dorfman disease	C0005558	Biopsy
DIS003269	Rosenthal–Kloepfer syndrome	C0029411	Primary hypertrophic osteoarthropathy
DIS004583	Roseola	C0009443	Common cold
DIS005779	Rosselli–Gulienetti syndrome	C0008924	Cleft lip NOS
DIS003868	Rotator cuff tear	C0027853	Neurological examination
DIS006877	Rotaviral gastroenteritis	C1443924	Severe diarrhea
DIS005730	Rothmund–Thomson syndrome	C0015230	Exanthema
DIS007582	Roussy–Lévy syndrome	C0234378	Static tremor
DIS005762	Rubinstein–Taybi syndrome	C0010417	Cryptorchidism
DIS005717	Rud syndrome	C0005747	Blepharospasm
DIS003802	Rumination syndrome	C0154575	Rumination disorder
DIS000724	Runner's diarrhea	C0011991	Diarrhea
DIS003016	Saber shin	C0029442	Osteomalacia
DIS003457	Sabinas brittle hair syndrome	C1320549	Molecular genetic test
DIS006339	Sack–Barabas syndrome	C0013491	Ecchymosis
DIS003498	Sacroiliitis	C0021368	Inflammation
DIS013198	Saddle anesthesia	C0392548	Cauda equina syndrome NOS
DIS004040	Saethre–Chotzen syndrome	C0015663	Fasting
DIS001380	Saint Louis encephalitis	C0009421	Comatose
DIS007281	Sakati–Nyhan–Tisdale syndrome	C0010520	Cyanosis
DIS005599	Salicylate poisoning	C0009555	Complete blood count
DIS005997	Salicylate sensitivity	C0030646	Patch test
DIS004848	Salivary gland tumour	C0221423	Illness (finding)
DIS005249	Salla disease	C0018790	Cardiac arrest
DIS007325	Salmonellosis	C0221423	Illness (finding)
DIS005262	Salpingitis	C0020710	Hysteroscopy
DIS003435	Sandhoff disease	C0005558	Biopsy
DIS007330	Sandifer syndrome	C0014544	Epilepsy
DIS006110	Sanfilippo syndrome	C0042014	Urinalysis
DIS000439	SAPHO syndrome	C0003864	Arthritis
DIS003434	Sarcoidosis	C0004364	Autoimmune disease NOS
DIS003464	Sarcoma	C0024236	Lymphedema
DIS006959	Sarcoma botryoides	C2979982	Vaginal hemorrhage
DIS000633	Sarcomatoid carcinoma	C0027651	Neoplasms
DIS014307	Sari cancer	C0038990	Sweating
DIS004080	Scabies	C0205204	Scab
DIS007363	Scalp–ear–nipple syndrome	C0028259	Nodule
DIS007253	Scanning speech	C0221198	Lesion
DIS004113	Scaphoid fracture	C0024485	Magnetic resonance imaging
DIS005655	Scapular fracture	C0036572	Convulsions
DIS006053	SCARF syndrome	C0010495	Cutis laxa, NOS
DIS005207	Scarlet fever	C0031350	Pharyngitis
DIS006747	Scarring hair loss	C0002170	Alopecia
DIS006334	Schamberg disease	C0015230	Exanthema
DIS004186	Schatzki ring	C0079304	Esophagogastroduodenoscopy
DIS007133	Schindler disease	C0002627	Amniocentesis
DIS006183	Schizencephaly	C0019080	Hemorrhage
DIS007010	Schizoaffective disorder	C0004936	Mental disorders NOS
DIS005994	Schizoid personality disorder	C0041667	Underweight
DIS007613	Schizophreniform disorder	C0033975	Psychotic disorder
DIS005665	Schizotypal personality disorder	C0004936	Mental disorders NOS
DIS004273	Schmorl's nodes	C0004604	Back pain
DIS006457	Schnitzler syndrome	C0002871	Anemia
DIS006113	Schöpf–Schulz–Passarge syndrome	C0020678	Hypotrichosis
DIS005772	Schwannoma	C0027651	Neoplasms
DIS007512	Schwannomatosis	C0027651	Neoplasms
DIS003631	Sciatica	C0024031	Low back pain
DIS005742	Scimitar syndrome	C0002978	Angiogram
DIS006859	Scintillating scotoma	C0011570	Depression NOS
DIS006350	Scleredema	C0150866	Biopsy of skin
DIS007240	Scleritis	C0036416	Scleritis
DIS006734	Scleroderma	C0013604	Edema
DIS007186	Scoliosis	C0036439	Scoliosis, NOS
DIS003416	Scombroid food poisoning	C0004096	Asthma
DIS006870	Scotoma	C0020538	Hypertensive disease
DIS003168	Scrub typhus	C0521172	Eschar
DIS004629	Scurvy	C0162429	Malnutrition
DIS003711	Seabather's eruption	C0302295	Eruption
DIS004263	Seasonal affective disorder	C0344315	Depressed mood
DIS006005	Seaver Cassidy syndrome	C0010417	Cryptorchidism
DIS007343	Sebaceous carcinoma	C0221198	Lesion
DIS003368	Sebaceous cyst	C0010709	Cyst
DIS006045	Seborrheic keratosis	C0005558	Biopsy
DIS007060	Seckel syndrome	C0010417	Cryptorchidism
DIS006263	Second-degree atrioventricular block	C0039070	Syncope
DIS003161	Secondary hyperparathyroidism	C0020598	Hypocalcemia
DIS004585	Secondary hypertension	C0020538	Hypertensive disease
DIS001289	Secondary sclerosing cholangitis	C0008307	Cholangiography
DIS003815	Selective immunoglobulin A deficiency	C0002792	Anaphylaxis
DIS004213	Selective mutism	C0395003	Stage fright
DIS007358	Selenium deficiency	C0162429	Malnutrition
DIS004097	Self-harm	C0004936	Mental disorders NOS
DIS000941	Self-neglect	C0004936	Mental disorders NOS
DIS006349	Semantic dementia	C0003113	Anomia
DIS003562	Seminoma	C0018941	Blood test
DIS006548	Sensorineural hearing loss	C0011053	Deafness
DIS004021	Separated shoulder	C0085639	Falls
DIS007488	Separation anxiety disorder	C0004936	Mental disorders NOS
DIS003997	Sepsis	C0036983	Septic shock
DIS003728	Septic arthritis	C0000833	Abscess
DIS006147	Septic shock	C0004610	Bacteremia
DIS007505	Serositis	C0021390	Inflammatory bowel disease, NOS
DIS007028	Serotonin syndrome	C0018790	Cardiac arrest
DIS006937	Serpentine fibula-polycystic kidney syndrome	C0349588	Short stature
DIS003854	Sertoli cell tumour	C0024485	Magnetic resonance imaging
DIS004711	Serum sickness	C3714514	Infection
DIS003684	Sever's disease	C0013604	Edema
DIS003390	Severe acute respiratory syndrome	C0011991	Diarrhea
DIS007091	Severe combined immunodeficiency	C0009555	Complete blood count
DIS003366	Sex cord–gonadal stromal tumour	C0005558	Biopsy
DIS004667	Sexual dysfunction	C0015726	Fear
DIS006627	Sexual fetishism	C0023185	Learning
DIS005736	Sexual headache	C0018681	Headache
DIS005639	Sexually transmitted infection	C0085166	Bacterial vaginosis
DIS005135	Sézary disease	C0005558	Biopsy
DIS005543	Sheehan's syndrome	C0012739	Disseminated intravascular coagulation
DIS006614	Shift work sleep disorder	C0013144	Drowsiness
DIS007414	Shigellosis	C0011991	Diarrhea
DIS003798	Shingles	C0015230	Exanthema
DIS004279	Shock (circulatory)	C0011991	Diarrhea
DIS007215	Short bowel syndrome	C0027651	Neoplasms
DIS004070	Short stature	C0022821	Kyphosis deformity of spine
DIS005671	SHORT syndrome	C0349588	Short stature
DIS003903	Short-chain acyl-coenzyme A dehydrogenase deficiency	C0042014	Urinalysis
DIS002931	Shortness of breath	C0013404	Dyspnea
DIS005859	Shoulder dystocia	C0151602	Facial swelling
DIS009291	shoulder impingement syndrome	C0006663	Calcinosis
DIS006237	Shoulder presentation	C0027651	Neoplasms
DIS004783	Shwachman–Diamond syndrome	C0023530	Leukopenia
DIS000268	Sialadenitis	C0004364	Autoimmune disease NOS
DIS003369	Sialidosis	C0000731	Abdomen distended
DIS004536	Sialolithiasis	C0011175	Dehydration
DIS006299	Sick sinus syndrome	C0003811	Cardiac arrhythmia
DIS009022	Sickle cell disease	C0009555	Complete blood count
DIS004508	Sickle cell trait	C0004398	Autopsy
DIS005911	Sickle cell-beta thalassemia	C0002871	Anemia
DIS005153	Siderosis	C0016059	Fibrosis
DIS007233	Signet ring cell carcinoma	C0017152	Gastritis
DIS003627	Silent stroke	C0038454	Cerebrovascular accident
DIS006158	Silicosis	C0005558	Biopsy
DIS007004	Silver–Russell syndrome	C0009806	Constipation
DIS001252	Simultanagnosia	C0038454	Cerebrovascular accident
DIS004153	Single transverse palmar crease	C0424731	Single transverse palmar crease
DIS005768	Single umbilical artery	C0002627	Amniocentesis
DIS006640	Sinus tachycardia	C0002957	Anger
DIS004664	Sinusitis	C0025289	Meningitis
DIS003968	Sirenomelia	C0041618	Ultrasonography
DIS006923	Sitosterolemia	C0003742	Arcus senilis
DIS006603	Situs inversus	C0006267	Bronchiectasis
DIS006373	Sixth nerve palsy	C0221198	Lesion
DIS003646	Sjögren syndrome	C0004364	Autoimmune disease NOS
DIS007460	Sjögren–Larsson syndrome	C0162429	Malnutrition
DIS004903	Skeletal fluorosis	C0015230	Exanthema
DIS005434	Skin cancer	C0007114	Malignant neoplasm of skin
DIS004025	Skin tag	C0037293	Skin tag
DIS003372	SLAP tear	C0003885	Arthrogram
DIS003708	Sleep apnea	C0003578	Apnea
DIS002958	Sleep sex	C0037316	Sleep deprivation
DIS006767	Sleep state misperception	C0231221	Asymptomatic
DIS006556	Sleepwalking	C0015672	Fatigue
DIS005515	Slipped capital femoral epiphysis	C0014130	Endocrine system disease, NOS
DIS005215	Sly syndrome	C0007286	Carpal tunnel syndrome
DIS007169	Small fiber peripheral neuropathy	C0030193	Pain
DIS004010	Small for gestational age	C0041618	Ultrasonography
DIS003515	Small intestinal bacterial overgrowth	C0024523	Malabsorption syndrome NOS
DIS004831	Small intestine cancer	C0027651	Neoplasms
DIS000670	Smallpox	C0015230	Exanthema
DIS005687	Smith–Fineman–Myers syndrome	C0025362	Mental retardation NOS
DIS004565	Smith–Lemli–Opitz syndrome	C0025958	Microcephaly
DIS007308	Smith–Magenis syndrome	C0018941	Blood test
DIS006477	Smoke inhalation	C0010200	Coughing
DIS003336	Snakebite	C0009443	Common cold
DIS005596	Snapping hip syndrome	C0009676	Confusion
DIS003936	Sneddon's syndrome	C0150866	Biopsy of skin
DIS003205	Social anxiety disorder	C0004936	Mental disorders NOS
DIS004504	Sodoku	C3714514	Infection
DIS000954	Soft tissue injury	C0085639	Falls
DIS004368	Soft-tissue sarcoma	C0005558	Biopsy
DIS007525	Solar urticaria	C0002792	Anaphylaxis
DIS003193	Solitary fibrous tumor	C0017547	Gigantism
DIS006676	Somatic symptom disorder	C0221423	Illness (finding)
DIS005243	Somatization disorder	C0018681	Headache
DIS003795	Somatosensory disorder	C0027853	Neurological examination
DIS005385	Somatostatinoma	C0015663	Fasting
DIS007228	Somnolence	C0037315	Sleep apnea syndrome
DIS004060	Sotos syndrome	C2243051	Large head (disorder)
DIS000776	Southeast Asian haze	C0013604	Edema
DIS001442	Soy allergy	C0030646	Patch test
DIS004676	Sparganosis	C0005558	Biopsy
DIS007278	Spastic ataxia-corneal dystrophy syndrome	C0007758	Cerebellar ataxia NOS
DIS004914	Spasticity	C0026838	Muscle spasticity
DIS006531	Speech disorder	C0008924	Cleft lip NOS
DIS006721	Spermatocele	C0149774	Scrotal mass
DIS001303	Sphenoid wing meningioma	C0012569	Diplopia
DIS006491	Sphincter of Oddi dysfunction	C0008310	Endoscopic retrograde cholangiopancreatography
DIS003947	Spider angioma	C0018916	Hemangioma
DIS003629	Spider bite	C0683369	Clouded consciousness
DIS004073	Spigelian hernia	C0041618	Ultrasonography
DIS003356	Spina bifida	C0011849	Diabetes mellitus, NOS
DIS003653	Spinal and bulbar muscular atrophy	C0026846	Muscular atrophy
DIS007268	Spinal cord compression	C0000833	Abscess
DIS005098	Spinal cord injury	C0018989	Hemiparesis
DIS003313	Spinal disc herniation	C0030193	Pain
DIS004830	Spinal muscular atrophy	C0086439	Hypokinesia
DIS004452	Spinal muscular atrophy with progressive myoclonic epilepsy	C0027066	Myoclonus
DIS001332	Spinal stenosis	C0010709	Cyst
DIS003626	Spinal tumor	C0004604	Back pain
DIS007575	Spinocerebellar ataxia	C0007758	Cerebellar ataxia NOS
DIS007005	Spinocerebellar ataxia type 6	C0007758	Cerebellar ataxia NOS
DIS004496	Spinocerebellar ataxia type-13	C0013362	Dysarthria
DIS006187	Spiradenoma	C0027651	Neoplasms
DIS003513	Spitz nevus	C0027651	Neoplasms
DIS004081	Splenic infarction	C0005779	Blood coagulation disorder
DIS005774	Splenic marginal zone lymphoma	C0497156	Lymphadenopathy
DIS006699	Splenomegaly	C0020541	Portal hypertension
DIS007587	Spondylocostal dysostosis	C0334044	Dysplasia
DIS005324	Spondyloepimetaphyseal dysplasia, Pakistani type	C0221357	Brachydactyly
DIS005031	Spondyloepimetaphyseal dysplasia, Strudwick type	C0024003	Lordosis
DIS004941	Spondyloepiphyseal dysplasia congenita	C0003885	Arthrogram
DIS005013	Spondylolysis	C0024031	Low back pain
DIS004246	Spondylosis	C0024485	Magnetic resonance imaging
DIS003652	Spontaneous bacterial peritonitis	C0021368	Inflammation
DIS007378	Spontaneous cerebrospinal fluid leak	C0086437	Joint laxity
DIS007136	Spontaneous coronary artery dissection	C0004364	Autoimmune disease NOS
DIS007441	Sporotrichosis	C0041582	Ulcer
DIS007244	Sprain	C0015672	Fatigue
DIS005106	Sprained ankle	C0151786	Muscle weakness
DIS004945	Squamous cell carcinoma	C0005558	Biopsy
DIS010796	Squamous cell skin cancer	C0014818	Erythroplasia
DIS005456	Squamous-cell thyroid carcinoma	C0011168	Dysphagia, NOS
DIS006601	Staphylococcal infection	C0013604	Edema
DIS006338	Staphylococcal scalded skin syndrome	C0150866	Biopsy of skin
DIS003163	Stargardt disease	C0013867	Electroretinography
DIS004640	Starvation	C0038187	Starvation
DIS004333	Stasis dermatitis	C0015230	Exanthema
DIS006600	Status epilepticus	C0014544	Epilepsy
DIS007095	Steatorrhea	C0024523	Malabsorption syndrome NOS
DIS002971	Stem rust	C0040822	Tremor
DIS004967	Stenosis	C0006663	Calcinosis
DIS007130	Stenosis of uterine cervix	C0009417	Colposcopy
DIS005041	Sternal fracture	C0013604	Edema
DIS001005	Steroid rosacea	C0010709	Cyst
DIS003331	Stevens–Johnson syndrome	C3714514	Infection
DIS005030	Stickler syndrome	C0023185	Learning
DIS009247	Stiff-Person syndrome	C0037763	Spasm
DIS007276	Stillbirth	C0004398	Autopsy
DIS004980	Stimmler syndrome	C0011849	Diabetes mellitus, NOS
DIS007432	Stimulant psychosis	C0013146	Drug abuse
DIS006229	Stomach disease	C0019080	Hemorrhage
DIS006726	Stomatitis	C0024523	Malabsorption syndrome NOS
DIS006554	Stomatitis nicotina	C0870082	Hyperkeratosis
DIS007551	Strabismus	C0038379	Strabismus
DIS003420	Strain (injury)	C0013604	Edema
DIS006272	Stratton Parker syndrome	C0349588	Short stature
DIS006283	Streptococcal pharyngitis	C0031350	Pharyngitis
DIS005042	Stress fracture	C0002453	Amenorrhea
DIS000566	Stress in medical students	C0023185	Learning
DIS002845	Stress ulcer	C0041909	Upper gastrointestinal hemorrhage
DIS004432	Stretch marks	C0152459	Linear atrophy
DIS003919	Strongyloidiasis	C3714514	Infection
DIS006033	Struma ovarii	C0027651	Neoplasms
DIS003973	Stunted growth	C0162429	Malnutrition
DIS003025	Stupor	C0004936	Mental disorders NOS
DIS003570	Stuttering	C0023185	Learning
DIS007033	Stye	C0005741	Blepharitis
DIS005303	Subacromial bursitis	C0006444	Bursitis
DIS003744	Subacute bacterial endocarditis	C0200949	Blood culture
DIS005405	Subacute combined degeneration of spinal cord	C0024523	Malabsorption syndrome NOS
DIS003884	Subacute sclerosing panencephalitis	C0004134	Ataxia
DIS004869	Subarachnoid hemorrhage	C0019080	Hemorrhage
DIS006977	Subclavian steal syndrome	C0039070	Syncope
DIS010282	Subconjunctival bleeding	C0005779	Blood coagulation disorder
DIS003557	Subcutaneous emphysema	C0038536	Subcutaneous emphysema
DIS003431	Subdural hematoma	C0231337	Senility
DIS007585	Subdural hygroma	C0024485	Magnetic resonance imaging
DIS003721	Subependymal giant cell astrocytoma	C0024485	Magnetic resonance imaging
DIS010312	Subepidermal calcified nodule	C0006663	Calcinosis
DIS004593	Subgaleal hemorrhage	C0018944	Hematoma
DIS003676	Substance abuse	C0278080	Physical addiction
DIS003920	Substance dependence	C0038580	Substance dependence
DIS006445	Substance-induced psychosis	C0233407	Disorientation
DIS005151	Substance-related disorder	C0002957	Anger
DIS004267	Subungual hematoma	C0036572	Convulsions
DIS006282	Succinic semialdehyde dehydrogenase deficiency	C0017650	Globus hystericus
DIS006934	Sucrose intolerance	C0005558	Biopsy
DIS003544	Sudden arrhythmic death syndrome	C0152021	Congenital heart disease
DIS003183	Sudden infant death syndrome	C0683369	Clouded consciousness
DIS006983	Suicidal ideation	C0015672	Fatigue
DIS003535	Suicide	C0001973	Alcohol dependence
DIS000628	Suicide in South Korea	C0011570	Depression NOS
DIS004792	Sulfhemoglobinemia	C0010520	Cyanosis
DIS000921	Sulfuric acid poisoning	C0004398	Autopsy
DIS004984	Sunburn	C0237849	Peeling of skin
DIS006144	Superior canal dehiscence syndrome	C0009676	Confusion
DIS003855	Superior mesenteric artery syndrome	C0006625	Cachexia
DIS005608	Superior oblique myokymia	C0024485	Magnetic resonance imaging
DIS005542	Surface epithelial-stromal tumor	C0027651	Neoplasms
DIS001266	Suspension trauma	C0015672	Fatigue
DIS003468	Sweating sickness	C0038990	Sweating
DIS005546	Swimmer's itch	C0011603	Dermatitis
