synonym_name	code	name
malignant tumour of lip	93869001	SNOMED CT
Herpesvirus hominis disease	3099-9580	CSP
Herpes Simplex	D006561	MeSH
Infectious Mononucleosis	D007244	MeSH
Gammaherpesviral mononucleosis (disorder)	186668002	SNOMED CT
Monocytic angina	075	ICD-9
mononucleosis	0427-6541	CSP
Pfeiffer's disease	186670006	SNOMED CT
Pfeiffer's disease (disorder)	314131007	SNOMED CT
Pinkus' disease	697.1	ICD-9
Lichen Nitidus	D017513	MeSH
Left-sided ulcerative colitis	556.5	ICD-9
Colitis, Ulcerative	D003093	MeSH
Histiocytic medullary reticulosis [obs]	128920006	SNOMED CT
Histiocytic Sarcoma	D054747	MeSH
malignant midline reticulosis	66855003	SNOMED CT
malignant reticulosis	202.3	ICD-9
Stewart's granuloma	277648007	SNOMED CT
Burkitt lymphoma/leukaemia	397400006	SNOMED CT
Burkitt Lymphoma	D002051	MeSH
Burkitt's tumor	2004-6947	CSP
malignant lymphoma, Burkitt's type	200.2	ICD-9
small Non-Cleaved cell Lymphoma, Burkitt's type	C2912	NCI
Biotin-(propionyl-CoA-carboxylase) ligase deficiency (disorder)	15307001	SNOMED CT
Holocarboxylase Synthetase Deficiency	D028922	MeSH
Multiple carboxylase deficiency - neonatal onset (disorder)	360367001	SNOMED CT
Scarlatina	034.1	ICD-9
Scarlet Fever	D012541	MeSH
Induratio penis plastica	607.81	ICD-9
Penile Induration	D010411	MeSH
Peyronie's Fibromatosis	C3316	NCI
Disorders of Excessive Somnolence	D006970	MeSH
morbilli	3100-0554	CSP
Measles	D008457	MeSH
Sarcoma, Kaposi	D012514	MeSH
Conjunctival Kaposi's sarcoma	C4578	NCI
Corneal Kaposi's sarcoma	C4579	NCI
Cutaneous Kaposi's sarcoma	C3550	NCI
Kaposi's sarcoma of anus	C5602	NCI
Kaposi's sarcoma of conjunctiva (disorder)	255114007	SNOMED CT
Kaposi's sarcoma of cornea (disorder)	255115008	SNOMED CT
Kaposi's sarcoma of esophagus	C5706	NCI
Kaposi's sarcoma of Heart	C5363	NCI
Kaposi's sarcoma of lung (disorder)	109390005	SNOMED CT
Kaposi's sarcoma of lymph nodes	188775002	SNOMED CT
Kaposi's sarcoma of lymph nodes (disorder)	109391009	SNOMED CT
Kaposi's sarcoma of palate (disorder)	109388009	SNOMED CT
Kaposi's sarcoma of penis	C6377	NCI
Kaposi's sarcoma of skin	188144002	SNOMED CT
Kaposi's sarcoma of skin (disorder)	109386008	SNOMED CT
Kaposi's sarcoma of soft tissue (disorder)	188029000	SNOMED CT
Kaposi's sarcoma of soft tissues (disorder)	109387004	SNOMED CT
Kaposi's sarcoma of the CNS	C7006	NCI
Kaposi's sarcoma of the gallbladder	C5842	NCI
Kaposi's sarcoma of the prostate	C5523	NCI
Kaposi's sarcoma, lung	176.4	ICD-9
Kaposi's sarcoma, skin	176.0	ICD-9
Palate Kaposi's sarcoma	C6749	NCI
pulmonary Kaposi's sarcoma	C3551	NCI
Duodenitis	D004382	MeSH
Subacute delirium (disorder)	191507002	SNOMED CT
Delirium	D003693	MeSH
malignant neoplasm of anterior 2/3 of tongue unspecified (disorder)	187643007	SNOMED CT
Tongue Neoplasms	D014062	MeSH
malignant neoplasm of dorsal tongue NOS	141.1	ICD-9
malignant neoplasm of dorsum of tongue NOS (disorder)	187636001	SNOMED CT
malignant neoplasm of fixed part of tongue NOS	141.0	ICD-9
malignant neoplasm of fixed part of tongue NOS (disorder)	187632004	SNOMED CT
malignant neoplasm of mobile part of tongue NOS	141.4	ICD-9
malignant neoplasm of other sites of tongue (disorder)	187645000	SNOMED CT
malignant neoplasm of tongue	141	ICD-9
malignant neoplasm of tongue NOS	141.9	ICD-9
malignant neoplasm of tongue NOS (disorder)	187646004	SNOMED CT
malignant neoplasm of tongue, NOS	94101009	SNOMED CT
malignant neoplasm of tongue, tip and lateral border (disorder)	187637005	SNOMED CT
malignant neoplasm of ventral tongue surface NOS (disorder)	187642002	SNOMED CT
malignant tumor of anterior two-thirds of tongue (disorder)	363360003	SNOMED CT
malignant tumor of base of tongue (disorder)	363376007	SNOMED CT
malignant tumor of lingual tonsil (disorder)	363377003	SNOMED CT
malignant tumor of mobile part of tongue	93673001	SNOMED CT
malignant tumor of Posterior Tongue	C3524	NCI
malignant tumor of tongue (disorder)	363375006	SNOMED CT
Tongue neoplasm malignant stage Unspecified	C9345	NCI
Angiitis	266325003	SNOMED CT
Vasculitis	D014657	MeSH
varicella	3099-9437	CSP
Chickenpox	D002644	MeSH
Enterocolitis, Necrotizing	D020345	MeSH
necrotizing enterocolitis	5005-0017	CSP
Necrotizing enterocolitis in fetus OR newborn (disorder)	2707005	SNOMED CT
Perinatal necrotising enterocolitis	51180003	SNOMED CT
Perinatal necrotizing enterocolitis (disorder)	397729009	SNOMED CT
Pseudomembranous enterocolitis in newborn	777.5	ICD-9
Chloroma	205.3	ICD-9
Sarcoma, Myeloid	D023981	MeSH
Extramedullary Myeloid tumor	C3520	NCI
Granulocytic sarcoma	C35815	NCI
MF	C3246	NCI
Mycosis Fungoides	D009182	MeSH
Mycosis fungoides	190003004	SNOMED CT
Mycosis fungoides (disorder)	118618005	SNOMED CT
Mycosis fungoides (morphologic abnormality)	90120004	SNOMED CT
mycosis fungoides lymphoma	2004-7126	CSP
Mycosis fungoides NOS (disorder)	188628007	SNOMED CT
Mycosis fungoides NOS (morphologic abnormality)	190004005	SNOMED CT
Mycosis fungoides of unspecified site (disorder)	188618003	SNOMED CT
Genital herpes simplex (disorder)	33839006	SNOMED CT
Herpes Genitalis	D006558	MeSH
venereal herpes	3099-9627	CSP
Virus-Genital Herpes	C14364	NCI
Decubitus (pressure) ulcer	201248003	SNOMED CT
Pressure Ulcer	D003668	MeSH
Decubitus ulcer	165258002	SNOMED CT
Decubitus ulcer any site	707.0	ICD-9
pressure ulcer	2718-0434	CSP
Dementia, Vascular	D015140	MeSH
multifocal dementia	0485-6862	CSP
Poxviridae Infections	D011213	MeSH
Milkers' node	051.1	ICD-9
Paravaccinia	186507000	SNOMED CT
Ordinary smallpox	47452006	SNOMED CT
Smallpox	D012899	MeSH
Kraurosis of penis	607.0	ICD-9
Balanitis Xerotica Obliterans	D052798	MeSH
Penile Leukoplakia	C3151	NCI
Pneumonia, Bacterial	D018410	MeSH
Pneumonia due to other gram-negative bacteria	482.83	ICD-9
seborrhea	4008-0032	CSP
Dermatitis, Seborrheic	D012628	MeSH
Seborrhoeic dermatitis	156328004	SNOMED CT
Seborrhoeic eczema	200764003	SNOMED CT
Erythema infectiosum (disorder)	34730008	SNOMED CT
Erythema Infectiosum	D016731	MeSH
Fifth disease	057.0	ICD-9
Gastritis, Hypertrophic	D005758	MeSH
Giant rugal hypertrophy of stomach	235665008	SNOMED CT
hypertrophic gastritis	535.2	ICD-9
hypertrophic gastropathy (disorder)	413219009	SNOMED CT
Tropical pyomyositis	040.81	ICD-9
Pyomyositis	D052880	MeSH
acute megakaryoblastic leukaemia, FAB M7	277602003	SNOMED CT
Leukemia, Megakaryoblastic, Acute	D007947	MeSH
acute Megakaryoblastic Leukemia (FAB type M7)	C3170	NCI
acute megakaryoblastic leukemia, FAB M7 (disorder)	94149003	SNOMED CT
Megakaryocytic myelosis	207.2	ICD-9
Thrombocytic leukaemia	190065009	SNOMED CT
Ecthyma contagiosum	051.2	ICD-9
Ecthyma, Contagious	D004474	MeSH
Orf	266193008	SNOMED CT
german measles	266192003	SNOMED CT
Rubella	D012409	MeSH
Angina at rest	233818002	SNOMED CT
Angina, Unstable	D000789	MeSH
Anginal chest pain at rest	59021001	SNOMED CT
Impending infarction (disorder)	25106000	SNOMED CT
Preinfarction angina	411.1	ICD-9
Preinfarction angina (disorder)	64333001	SNOMED CT
Unstable angina	155308009	SNOMED CT
Worsening angina	4557003	SNOMED CT
Helminthiasis	D006373	MeSH
Infection by Metagonimus yokogawai	121.5	ICD-9
Trematode Infections	D014201	MeSH
Infection by Metagonimus yokogawai (disorder)	37832003	SNOMED CT
Fasciola hepatica infection (disorder)	82308007	SNOMED CT
Fascioliasis	D005211	MeSH
Infection by Fasciola (disorder)	111922007	SNOMED CT
Liver flukes NOS	121.3	ICD-9
Liver flukes NOS (disorder)	240799001	SNOMED CT
Sheep liver fluke infection	187125007	SNOMED CT
malignant neoplasm of faucial tonsil (disorder)	187671001	SNOMED CT
Tonsillar Neoplasms	D014067	MeSH
malignant neoplasm of palatine tonsil (disorder)	187672008	SNOMED CT
malignant neoplasm of tonsil, faucial	146.0	ICD-9
malignant Tonsillar tumor	C7404	NCI
malignant tumor of tonsil (disorder)	363393007	SNOMED CT
Congenital Infundibular Stenosis	C34961	NCI
Pulmonary Subvalvular Stenosis	D011662	MeSH
Infundibular pulmonic stenosis (disorder)	3192005	SNOMED CT
Infundibular pulmonic stenosis, congenital	746.83	ICD-9
pulmonary infundibular stenosis (disorder)	204370002	SNOMED CT
Subvalvular pulmonic stenosis	746.83	ICD-9
acute Monoblastic Leukemia and acute Monocytic Leukemia	C7318	NCI
Leukemia, Monocytic, Acute	D007948	MeSH
acute monocytic leukemia, FAB M5 (disorder)	91859000	SNOMED CT
acute monocytic leukemia, morphology (morphologic abnormality)	22331004	SNOMED CT
actinic (Solar) Keratosis	C3148	NCI
Keratosis, Actinic	D055623	MeSH
Senile hyperkeratosis	201106002	SNOMED CT
SK - Solar keratosis	46795000	SNOMED CT
Solar keratosis	267860005	SNOMED CT
Devic's disease	G36.0	ICD-10
Neuromyelitis Optica	D009471	MeSH
Acne roscea	156364003	SNOMED CT
Rosacea	D012393	MeSH
Acne, erythematosa	695.3	ICD-9
retinochoroiditis	1114-9328	CSP
Chorioretinitis	D002825	MeSH
Pityriasis circinata	696.3	ICD-9
Pityriasis Rosea	D017515	MeSH
Pityriasis rosea (disorder)	77252004	SNOMED CT
Autoimmune thrombocytopenic purpura	13172003	SNOMED CT
Purpura, Thrombocytopenic, Idiopathic	D016553	MeSH
Immune thrombocytopenic purpura (disorder)	234490009	SNOMED CT
Academic skill disorder	1855002	SNOMED CT
Learning Disorders	D007859	MeSH
learning disorder	2483-6402	CSP
gastric atrophy	C7405	NCI
Gastritis, Atrophic	D005757	MeSH
Cerebral pseudosclerosis	192640001	SNOMED CT
Hepatolenticular Degeneration	D006527	MeSH
Westphal pseudosclerosis	1849-4349	CSP
Westphal-Strumpell syndrome	190823004	SNOMED CT
Wilson's disease	267504005	SNOMED CT
Complement 5 dysfunction	234610001	SNOMED CT
Dandruff	D063807	MeSH
Generalized seborrheic dermatitis of infants	7297005	SNOMED CT
Infantile seborrheic dermatitis	200776003	SNOMED CT
Infantile seborrheic dermatitis NOS (disorder)	200777007	SNOMED CT
Infantile seborrhoeic dermatitis	156336008	SNOMED CT
Pityriasis capitis	400201008	SNOMED CT
Seborrhea capitis	28431005	SNOMED CT
Seborrhea sicca	77592001	SNOMED CT
Seborrhoea capitis	201177005	SNOMED CT
Seborrhoeic eczema of scalp	48596006	SNOMED CT
Retinal abnormality - diabetes-related	163997001	SNOMED CT
Diabetic Retinopathy	D003930	MeSH
Anemia, Sideroblastic	D000756	MeSH
Anemia, hypochromic with iron loading	285.0	ICD-9
yaba	3100-0734	CSP
Cowpox	D015605	MeSH
inborn metal metabolism disorder	4000-0215	CSP
Metal Metabolism, Inborn Errors	D008664	MeSH
Immunosuppressive measles encephalitis	416154000	SNOMED CT
Subacute Sclerosing Panencephalitis	D013344	MeSH
subacute sclerosing leukoencephalopathy	2042-2360	CSP
Subacute sclerosing panencephalitis (disorder)	192685000	SNOMED CT
Subacute sclerosing panencephalitis (disorder) [Ambiguous]	84196008	SNOMED CT
Van Bogaert's sclerosing leukoencephalitis	046.2	ICD-9
Van Bogaert's sclerosing leukoencephalitis (disorder)	359686005	SNOMED CT
Congenital biliary ectasias	111331000	SNOMED CT
Polycystic Kidney Diseases	D007690	MeSH
Narcolepsy	D009290	MeSH
paroxysmal sleep	2056-7716	CSP
Congenital choledochal cyst	751.69	ICD-9
Choledochal Cyst	D015529	MeSH
Congenital choledochal cyst (disorder)	30533003	SNOMED CT
carcinoma in situ of cervix	269491003	SNOMED CT
Cervical Intraepithelial Neoplasia	D018290	MeSH
carcinoma of cervix stage 0 (disorder)	254889004	SNOMED CT
cervical intraepithelial neoplasia grade III with severe dysplasia	252991009	SNOMED CT
Cervix Ca in situ	154637008	SNOMED CT
CIN III	22725004	SNOMED CT
CIN III - carcinoma in situ of cervix	189339007	SNOMED CT
CIN III - severe dyskaryosis	168405008	SNOMED CT
Severe dysplasia of cervix	233.1	ICD-9
Severe Dysplasia of the Cervix Uteri	C4000	NCI
squamous intraepithelial neoplasia, grade III	20365006	SNOMED CT
Osler-Vaquez syndrome	109992005	SNOMED CT
Polycythemia Vera	D011087	MeSH
Polycythaemia rubra vera	154644004	SNOMED CT
Proliferative polycythaemia	128841001	SNOMED CT
Hepatopulmonary syndrome (disorder)	371067004	SNOMED CT
Hepatopulmonary Syndrome	D020065	MeSH
Arthritis, Psoriatic	D015535	MeSH
cancer of parotid gland	93949007	SNOMED CT
Parotid Neoplasms	D010307	MeSH
malignant neoplasm of the Parotid	C3525	NCI
malignant tumor of parotid gland (disorder)	363379000	SNOMED CT
Zellweger Syndrome	D015211	MeSH
congenital iron overload	1849-1804	CSP
peroxisomal disorder	277.86	ICD-9
Peroxisomal Disorders	D018901	MeSH
Infection by Pityrosporum furfur	111.0	ICD-9
Tinea Versicolor	D014010	MeSH
Pityriasis versicolor (disorder)	56454009	SNOMED CT
Dermatitis exfoliativa neonatorum	695.81	ICD-9
Staphylococcal Scalded Skin Syndrome	D013206	MeSH
Scalded skin syndrome	695.1	ICD-9
Staphylococcal scalded skin syndrome (disorder)	200946001	SNOMED CT
Toxic epidermal necrolysis, subcorneal type (disorder)	367537006	SNOMED CT
malignant granuloma of face	446.3	ICD-9
Granuloma, Lethal Midline	D006103	MeSH
Midfacial Necrotising Lesion	C8196	NCI
disseminated lupus erythematosus	0729-7721	CSP
Lupus Erythematosus, Systemic	D008180	MeSH
SLE - Lupus Erythematosus, systemic	C3201	NCI
REM Sleep Behavior Disorder	D020187	MeSH
Asian Desert Cutaneous Leishmaniasis	C34770	NCI
Leishmaniasis, Cutaneous	D016773	MeSH
Leproid leishmaniasis	38573008	SNOMED CT
(Granuloma inguinale) or (donovanosis) or (pudendal ulcer)	186947000	SNOMED CT
Granuloma Inguinale	D006100	MeSH
Granuloma inguinale (disorder)	28867007	SNOMED CT
Pudendal ulcer	099.2	ICD-9
Leukemia, Myeloid, Acute	D015470	MeSH
AML - acute Myeloid Leukemia	C3171	NCI
amyloid disease	1849-1519	CSP
Amyloidosis	D000686	MeSH
Eczema herpeticum (disorder)	186535001	SNOMED CT
Kaposi Varicelliform Eruption	D007617	MeSH
Eczema herpeticum (disorder) [Ambiguous]	52464003	SNOMED CT
Herpes simplex dermatitis of eyelid (disorder)	38875006	SNOMED CT
Herpes simplex eyelid dermatitis (disorder)	186544000	SNOMED CT
hepatic peliosis	240625009	SNOMED CT
Peliosis Hepatis	D010382	MeSH
Infection by visceral leishmaniasis	085.0	ICD-9
Leishmaniasis, Visceral	D007898	MeSH
Kala-Azar	C34771	NCI
American Cutaneous Leishmaniasis	C34769	NCI
Leishmaniasis, Mucocutaneous	D007897	MeSH
American cutaneous leishmaniasis	186809006	SNOMED CT
American mucocutaneous leishmaniasis	186810001	SNOMED CT
American mucocutaneous leishmaniasis (disorder)	403135004	SNOMED CT
Cutaneous leishmaniasis, American	085.4	ICD-9
Mucocutaneous leishmaniasis, (American)	085.5	ICD-9
Mucocutaneous leishmaniasis, American	085.5	ICD-9
New World cutaneous leishmaniasis	77327004	SNOMED CT
Gas bacillus infection	276198000	SNOMED CT
Gas Gangrene	D005738	MeSH
Gas gangrene	80466000	SNOMED CT
Wiskott syndrome	1849-0285	CSP
Wiskott-Aldrich Syndrome	D014923	MeSH
Amebiasis	D000562	MeSH
Dyskinesia of oesophagus	61100004	SNOMED CT
Esophageal Motility Disorders	D015154	MeSH
esophageal dysmotility	266434009	SNOMED CT
Oesophageal dysmotility	79962008	SNOMED CT
Oesophageal motor disorder	40846004	SNOMED CT
lichen ruber planus	2716-6962	CSP
Lichen Planus	D008010	MeSH
Lichen, ruber planus	697.0	ICD-9
(ulcerative esophagitis) or (Barrett's esophagus)	196603007	SNOMED CT
Barrett Esophagus	D001471	MeSH
Barrett's esophagus with esophagitis	235597001	SNOMED CT
Barrett's oesophagus	155679007	SNOMED CT
Barrett's ulcer of esophagus	196609006	SNOMED CT
Barretts syndrome	5000-0039	CSP
CLE	C2891	NCI
Nocturnal Myoclonus Syndrome	D020189	MeSH
(Geniculate herpes zoster) or (Ramsey Hunt syndrome)	186518000	SNOMED CT
Herpes Zoster Oticus	D016697	MeSH
Herpes zoster auricularis (disorder)	21954000	SNOMED CT
Herpetic geniculate ganglionitis	053.11	ICD-9
Devergie's disease	696.4	ICD-9
Pityriasis Rubra Pilaris	D010916	MeSH
Pityriasis rubra pilaris (disorder)	3755001	SNOMED CT
Sleep Apnea, Central	D020182	MeSH
Cheiropompholyx	705.81	ICD-9
Eczema, Dyshidrotic	D011146	MeSH
Alagille-Watson syndrome	5005-0002	CSP
Alagille Syndrome	D016738	MeSH
Arteriohepatic dysplasia (disorder)	31742004	SNOMED CT
Cerebral Amyloid Angiopathy, Familial	D028243	MeSH
Hereditary cerebral haemorrhage with amyloidosis - Dutch type (disorder)	56453003	SNOMED CT
Pallister-Hall syndrome (disorder)	56677004	SNOMED CT
Pallister-Hall Syndrome	D054975	MeSH
ACLS	200990	OMIM
Acrocallosal Syndrome	D055673	MeSH
Amino Acid Metabolism, Inborn Errors	D000592	MeSH
GANT	C27940	NCI
Gastrointestinal Stromal Tumors	D046152	MeSH
GIST	128755003	SNOMED CT
Stromal tumor of gastrointestinal tract	C3868	NCI
van der Hoeve Halbertsona Waardenburg syndrome	4006-0098	CSP
Waardenburg Syndrome	D014849	MeSH
Waardenburg syndrome	270.2	ICD-9
malignant Nasopharyngeal tumor	C9321	NCI
Nasopharyngeal Neoplasms	D009303	MeSH
malignant neoplasm of lateral wall of nasopharynx NOS (disorder)	187699005	SNOMED CT
malignant neoplasm of nasopharyngeal wall (disorder)	240163000	SNOMED CT
malignant neoplasm of nasopharyngeal wall NOS	147.9	ICD-9
malignant neoplasm of nasopharynx (disorder) [Ambiguous]	93919005	SNOMED CT
malignant neoplasm of roof of nasopharynx	147.0	ICD-9
Nasopharyngeal carcinoma	C3871	NCI
primary malignant neoplasm of anterior wall of nasopharynx	93674007	SNOMED CT
Homocystinuria	D006712	MeSH
cystathionine synthase deficiency	1849-0835	CSP
Urea Cycle Disorders, Inborn	D056806	MeSH
disorder of urea cycle metabolism	270.6	ICD-9
Hyperglycinemia, Nonketotic	D020158	MeSH
Non-ketotic hyperglycinemia (disorder)	237939006	SNOMED CT
nonketotic hyperglycinemia	1849-0664	CSP
branched chain ketoaciduria	1849-1063	CSP
Maple Syrup Urine Disease	D008375	MeSH
Ketoacidaemia	27718001	SNOMED CT
Alkaptonuria	D000474	MeSH
Homogentisate 1,2-dioxygenase deficiency	267418001	SNOMED CT
deficiency of citrulline phosphorylase	80908008	SNOMED CT
Ornithine Carbamoyltransferase Deficiency Disease	D020163	MeSH
ornithine transcarbamylase deficiency	1849-9662	CSP
ASS deficiency	1849-9492	CSP
Citrullinemia	D020159	MeSH
deficiency of citrulline-aspartate ligase	124711003	SNOMED CT
Arginase deficiency (disorder)	23501004	SNOMED CT
Hyperargininemia	D020162	MeSH
argininemia	1849-9378	CSP
deficiency of canavanase	124518006	SNOMED CT
Carbamoyl-Phosphate Synthase I Deficiency Disease	D020165	MeSH
Phenylketonurias	D010661	MeSH
phenylalaninemia	1849-1177	CSP
PKU	270.1	ICD-9
Mentulagra	4287008	SNOMED CT
Priapism	D011317	MeSH
Cleft Lip	D002971	MeSH
cleft lip, unilateral, complete	749.11	ICD-9
hare lip	0725-8436	CSP
Labium leporinum	749.1	ICD-9
disease of lips	528.5	ICD-9
Lip Diseases	D008047	MeSH
Procidentia, rectum	569.1	ICD-9
Rectal Prolapse	D012005	MeSH
Viral disease	266188005	SNOMED CT
Arbovirus Infections	D001102	MeSH
Viral Infection	C3439	NCI
virus infection	3099-8150	CSP
Diabetes Mellitus, Type 2	D003924	MeSH
Brain Diseases	D001927	MeSH
Asthma with status asthmaticus	57546000	SNOMED CT
Status Asthmaticus	D013224	MeSH
Severe asthma attack	195980003	SNOMED CT
orbital myositis	376.12	ICD-9
Orbital Pseudotumor	D016727	MeSH
Pseudotumor of orbit	376.11	ICD-9
proptosis	1114-8967	CSP
Exophthalmos	D005094	MeSH
Tracheitis	D014136	MeSH
acute laryngotracheobronchitis	195702002	SNOMED CT
Croup	D003440	MeSH
acute Obstructive Laryngitis	C26735	NCI
Croup syndrome	464.4	ICD-9
acute epiglottitis	29608009	SNOMED CT
Epiglottitis	D004826	MeSH
acute epiglottitis and supraglottitis	155509002	SNOMED CT
Hypopituitarism	D007018	MeSH
Pituitary insufficiency	253.2	ICD-9
Raised intracranial pressure	271719001	SNOMED CT
Intracranial Hypertension	D019586	MeSH
renal diabetes	271.4	ICD-9
Glycosuria, Renal	D006030	MeSH
Fatty Liver	D005234	MeSH
Fatty change of liver	390002007	SNOMED CT
hepatic lipidosis	5360002	SNOMED CT
Steatosis of liver (disorder)	197321007	SNOMED CT
inborn lipid storage disorder	1849-5707	CSP
Lipidoses	D008064	MeSH
Lipoid storage diseas	272.7	ICD-9
Lipoidosis	11455007	SNOMED CT
Dientamoebiasis	D004030	MeSH
Otitis Externa	D010032	MeSH
Nail-Patella Syndrome	D009261	MeSH
nail patella syndrome	0726-3953	CSP
pulmonary artery embolism	415.1	ICD-9
Pulmonary Embolism	D011655	MeSH
Maternity blues	279225001	SNOMED CT
Depression, Postpartum	D019052	MeSH
postnatal depression	5003-0032	CSP
Meckel Diverticulum	C12264	NCI
Meckel Diverticulum	D008467	MeSH
Persistent vitelline duct	751.0	ICD-9
ethmoidal sinusitis	C34597	NCI
Ethmoid Sinusitis	D015521	MeSH
Laron-type isolated somatotropin defect (disorder)	38196001	SNOMED CT
Laron Syndrome	D046150	MeSH
Multiple Myeloma	D009101	MeSH
Ciliary Motility Disorders	D002925	MeSH
Bronchiectasis	D001987	MeSH
Heart predominantly in right hemithorax	156925007	SNOMED CT
Dextrocardia	D003914	MeSH
Krukenberg neoplasm	C3153	NCI
Krukenberg Tumor	D007725	MeSH
Staphylococcal food poisoning	005.0	ICD-9
Staphylococcal Food Poisoning	D013202	MeSH
Staphylococcal toxaemia due to food	84622004	SNOMED CT
Vesico-Ureteral Reflux	D014718	MeSH
Sarcosporidiosis	136.5	ICD-9
Sarcocystosis	D012523	MeSH
Babesiasis	088.82	ICD-9
Babesiosis	D001404	MeSH
Infection by babesia	276204002	SNOMED CT
piroplasmosis	2214-4957	CSP
Aphtha	110426005	SNOMED CT
Stomatitis, Aphthous	D013281	MeSH
Aphthous ulceration (disorder)	321258009	SNOMED CT
Canker sore	528.2	ICD-9
Oral aphthae	528.2	ICD-9
Abortion, Threatened	D000033	MeSH
abruptio placentae	2403-9411	CSP
Cancrum oris	528.1	ICD-9
Noma	D009625	MeSH
Gangrenous stomatitis	528.1	ICD-9
Yellow Fever	D015004	MeSH
Sylvatic yellow fever	060.0	ICD-9
Yellow fever, sylvan	060.0	ICD-9
Inflammation of tendon sheath	240035004	SNOMED CT
Tenosynovitis	D013717	MeSH
Purulent conjunctivitis	243321006	SNOMED CT
Conjunctivitis, Bacterial	D003234	MeSH
Retinitis proliferans	193364004	SNOMED CT
Vitreoretinopathy, Proliferative	D018630	MeSH
Tuberculosis of kidney	016.0	ICD-9
Tuberculosis, Renal	D014398	MeSH
Diabetes Mellitus, Type 1	D003922	MeSH
Hemorrhoids	D006484	MeSH
Gaseous pericholecystitis	95558008	SNOMED CT
Emphysematous Cholecystitis	D041882	MeSH
cardiac aneurysm	1393-3252	CSP
Heart Aneurysm	D006322	MeSH
IBD	1248-5871	CSP
Irritable Bowel Syndrome	D043183	MeSH
Irritable colon	564.1	ICD-9
Trichinella spiralis infection	124	ICD-9
Trichinellosis	D014235	MeSH
Poliomyelitis, Bulbar	D011052	MeSH
Infection by Toxascaris (disorder)	76695000	SNOMED CT
Larva Migrans, Visceral	D007816	MeSH
Toxocara infection	128.0	ICD-9
Anti-Glomerular Basement Membrane Disease	D019867	MeSH
progressive Choroidal Atrophy	C34469	NCI
Choroideremia	D015794	MeSH
Drug withdrawal syndrome in newborn	61628006	SNOMED CT
Neonatal Abstinence Syndrome	D009357	MeSH
Far-sightedness	367.0	ICD-9
Hyperopia	D006956	MeSH
hypermetropia	367.0	ICD-9
labyrinthine hydrops	0977-6437	CSP
Endolymphatic Hydrops	D018159	MeSH
Meniere disease	194346003	SNOMED CT
Meniere Disease	D008575	MeSH
Mnire's vertigo	13445001	SNOMED CT
Otogenic vertigo	386.19	ICD-9
Circumscribed alopecia	238727007	SNOMED CT
Alopecia Areata	D000506	MeSH
acute miliary tuberculosis	018.0	ICD-9
Tuberculosis, Miliary	D014391	MeSH
Disseminated tuberculosis (disorder)	182159002	SNOMED CT
Tuberculosis miliaris disseminata (disorder)	180213004	SNOMED CT
Fructosaemia	20290005	SNOMED CT
Fructose Intolerance	D005633	MeSH
Fructose-1,6-bisphosphate aldolase B deficiency	237962008	SNOMED CT
Fructosemia	271.2	ICD-9
Mitral Valve Prolapse	D008945	MeSH
Chalazion	373.2	ICD-9
Chalazion	D017043	MeSH
Alopecia mucinosa	27382006	SNOMED CT
Mucinosis, Follicular	D000507	MeSH
Boil of eyelid	1489008	SNOMED CT
Hordeolum	D006726	MeSH
Furuncle of eyelid	373.13	ICD-9
Stye	373.11	ICD-9
Meningococcal hemorrhagic adrenalitis	036.3	ICD-9
Waterhouse-Friderichsen Syndrome	D014884	MeSH
Hematometra	621.4	ICD-9
Hematometra	D006409	MeSH
Toxoplasmosis	D014123	MeSH
Eosinophilia myalgia syndrome	710.5	ICD-9
Eosinophilia-Myalgia Syndrome	D016603	MeSH
Eosinophilia	D004802	MeSH
Eosinophilic leukocytosis	288.3	ICD-9
Hypoglycaemia	154691006	SNOMED CT
Hypoglycemia	D007003	MeSH
angiosarcoma	D006394	MeSH
disease of metabolism	D008659	MeSH
La Crosse encephalitis	D004670	MeSH
hemophagocytic lymphohistiocytosis	D051359	MeSH
superficial mycosis	D010854	MeSH
tick-borne encephalitis	D004675	MeSH
familial adenomatous polyposis	D011125	MeSH
nonepidermolytic palmoplantar keratoderma	D015776	MeSH
Hailey-Hailey disease	D016506	MeSH
arrhythmogenic right ventricular cardiomyopathy	D019571	MeSH
Andersen-Tawil syndrome	D050030	MeSH
Danon disease	D052120	MeSH
familial partial lipodystrophy	D052496	MeSH
mucosulfatidosis	D052517	MeSH
infantile Refsum disease	D052919	MeSH
X-linked hypophosphatemic rickets	D053098	MeSH
hereditary mucosal leukokeratosis	D053529	MeSH
mevalonic aciduria	D054078	MeSH
Buruli ulcer disease	D054312	MeSH
Antley-Bixler syndrome	D054882	MeSH
exanthem	D005076	MeSH
adult T-cell leukemia	D015459	MeSH
tooth agenesis	D000848	MeSH
intestinal schistosomiasis	D012554	MeSH
paranasal sinus cancer	D010255	MeSH
atrioventricular septal defect	D004694	MeSH
cardiomyopathy	D009202	MeSH
alcohol dependence	D010610	MeSH
nicotine dependence	D014029	MeSH
myotonic dystrophy type 2	D020967	MeSH
secondary progressive multiple sclerosis	D020528	MeSH
generalized dystonia	D004422	MeSH
focal hand dystonia	D020821	MeSH
obstructive sleep apnea	D012891	MeSH
gamma chain deficiency	D053632	MeSH
immunoglobulin alpha deficiency	D017098	MeSH
cutaneous T cell lymphoma	D016410	MeSH
