disease_id	name	code	name
DIS003318	Histoplasmosis	001082	MedlinePlus
DIS005860	Histrionic personality disorder	001531	MedlinePlus
DIS006219	HIV-associated lipodystrophy	article/1082199	eMedicine
DIS007173	HIV-associated neurocognitive disorder	042	ICD-9-CM
DIS004843	HIV/AIDS	000594	MedlinePlus
DIS003383	Hives	000845	MedlinePlus
DIS013438	Hodgkin lymphoma	000580	MedlinePlus
DIS006118	Holocarboxylase synthetase deficiency	253270	OMIM
DIS006007	Holoprosencephaly	2162	Orphanet
DIS006884	Holt–Oram syndrome	142900	OMIM
DIS006632	Homicidal ideation	E960	ICD-9-CM
DIS003353	Homocystinuria	001199	MedlinePlus
DIS006664	Hookworm infection	126.9	ICD-9-CM
DIS006307	Horner's syndrome	000708	MedlinePlus
DIS006792	Horseshoe kidney	6020	DiseasesDB
DIS005296	Hospital-acquired infection	article/967022	eMedicine
DIS006667	Howel–Evans syndrome	148500	OMIM
DIS003539	Hoyeraal-Hreidarsson syndrome	305000	OMIM
DIS007214	HPV-positive oropharyngeal cancer	001042	MedlinePlus
DIS011168	Human betaherpesvirus 7	058.12	ICD-9-CM
DIS005421	Human granulocytic anaplasmosis	001381	MedlinePlus
DIS004626	Human monocytotropic ehrlichiosis	001381	MedlinePlus
DIS003925	Human papillomavirus infection	078.1	ICD-9-CM
DIS007500	Humoral immune deficiency	279.0	ICD-9-CM
DIS004846	Hunter syndrome	001203	MedlinePlus
DIS004557	Huntington's disease	000770	MedlinePlus
DIS004935	Hurler syndrome	001204	MedlinePlus
DIS005699	Hürthle cell	31956	DiseasesDB
DIS003689	Hydroa vacciniforme	33843	DiseasesDB
DIS003072	Hydrocele	article/777386	eMedicine
DIS005025	Hydrocele testis	603	ICD-9-CM
DIS004078	Hydrocephalus	001571	MedlinePlus
DIS003441	Hydrolethalus syndrome	2189	Orphanet
DIS003974	Hydrops fetalis	007308	MedlinePlus
DIS005807	Hydrosalpinx	614.1	ICD-9-CM
DIS007607	Hymenolepiasis	001378	MedlinePlus
DIS006670	Hyoid bone fracture	807.5	ICD-9-CM
DIS004056	Hyper IgM syndrome	279.05	ICD-9-CM
DIS004342	Hyper-IgM syndrome type 1	279.05	ICD-9-CM
DIS007426	Hyperacusis	29099	DiseasesDB
DIS005226	Hyperaemia	4466	DiseasesDB
DIS003463	Hyperaldosteronism	000330	MedlinePlus
DIS004150	Hyperalgesia	30788	DiseasesDB
DIS007182	Hyperammonemia	20468	DiseasesDB
DIS006733	Hyperandrogenism	001165	MedlinePlus
DIS003263	Hypercalciuria	275.40	ICD-9-CM
DIS006652	Hypercapnia	786.09	ICD-9-CM
DIS006623	Hypercementosis	521.5	ICD-9-CM
DIS007430	Hyperchloremic acidosis	276.2	ICD-9-CM
DIS005347	Hypercoagulability in pregnancy	649.3	ICD-9-CM
DIS006019	Hyperdontia	520.1	ICD-9-CM
DIS004841	Hyperekplexia	138491	OMIM
DIS006088	Hyperemesis gravidarum	001499	MedlinePlus
DIS006392	Hypereosinophilic syndrome	288.3	ICD-9-CM
DIS007275	Hyperesthesia	30788	DiseasesDB
DIS006539	Hyperglycemia	007228	MedlinePlus
DIS004491	Hyperglycerolemia	29827	DiseasesDB
DIS003323	Hyperhidrosis	007259	MedlinePlus
DIS005643	Hyperhomocysteinemia	270.4	ICD-9-CM
DIS006841	Hyperinsulinemia	251.6	ICD-9-CM
DIS004535	Hyperinsulinism	20590	DiseasesDB
DIS005876	Hyperkalemic periodic paralysis	000316	MedlinePlus
DIS004038	Hyperkinetic disorder	143465	OMIM
DIS003489	Hyperlipidemia	272.0	ICD-9-CM
DIS005740	Hypermagnesemia	275.2	ICD-9-CM
DIS006587	Hypermobility (joints)	003295	MedlinePlus
DIS005252	Hypernasal speech	784.43	ICD-9-CM
DIS007354	Hypernatremia	276.0	ICD-9-CM
DIS006881	Hyperosmolar hyperglycemic state	250.2	ICD-9-CM
DIS007266	Hyperparathyroidism	001215	MedlinePlus
DIS003597	Hyperphenylalaninemia	238583	Orphanet
DIS006709	Hyperphosphatemia	20722	DiseasesDB
DIS007174	Hyperpituitarism	253.1	ICD-9-CM
DIS004321	Hyperplasia	003441	MedlinePlus
DIS006416	Hyperprolactinaemia	253.1	ICD-9-CM
DIS005438	Hypersalivation	003048	MedlinePlus
DIS004637	Hypersensitivity pneumonitis	000109	MedlinePlus
DIS005747	Hypersomnia	D006970	MeSH
DIS003943	Hypertelorism	145400	OMIM
DIS005650	Hypertension	000468	MedlinePlus
DIS005861	Hypertensive emergency	000491	MedlinePlus
DIS006420	Hypertensive heart disease	000163	MedlinePlus
DIS004587	Hypertensive kidney disease	403	ICD-9-CM
DIS005067	Hypertensive retinopathy	000999	MedlinePlus
DIS005379	Hyperthyroidism	000356	MedlinePlus
DIS003475	Hypertonia	20872	DiseasesDB
DIS003829	Hypertrichosis	003148	MedlinePlus
DIS004839	Hypertriglyceridemia	000397	MedlinePlus
DIS003387	Hypertrophic cardiomyopathy	000192	MedlinePlus
DIS005469	Hypertrophic osteoarthropathy	6388	DiseasesDB
DIS006948	Hypertropia	378.31	ICD-9-CM
DIS006016	Hypertryptophanemia	2224	Orphanet
DIS004594	Hypervalinemia	270.3	ICD-9-CM
DIS005739	Hyperventilation syndrome	306.1	ICD-9-CM
DIS005554	Hypervitaminosis	278.2	ICD-9-CM
DIS005173	Hypervitaminosis A	000350	MedlinePlus
DIS005197	Hypervitaminosis D	001594	MedlinePlus
DIS007519	Hypervolemia	276.6	ICD-9-CM
DIS006745	Hyphema	001021	MedlinePlus
DIS007057	Hypoalbuminemia	273.8	ICD-9-CM
DIS006605	Hypoaldosteronism	20960	DiseasesDB
DIS005816	Hypocalcaemia	article/241893	eMedicine
DIS005632	Hypocapnia	D016857	MeSH
DIS006660	Hypochondriasis	001236	MedlinePlus
DIS004887	Hypochondroplasia	146000	OMIM
DIS003531	Hypogammaglobulinemia	001307	MedlinePlus
DIS004124	Hypoglycemia	000386	MedlinePlus
DIS006497	Hypogonadism	001195	MedlinePlus
DIS006239	Hypohidrotic ectodermal dysplasia	129490	OMIM
DIS006233	Hypokalemia	000479	MedlinePlus
DIS005292	Hypokalemic periodic paralysis	000312	MedlinePlus
DIS006564	Hypolipoproteinemia	272.5	ICD-9-CM
DIS004543	Hypomagnesemia with secondary hypocalcemia	602014	OMIM
DIS004987	Hypomania	F30.0	ICD-10
DIS006494	Hyponatremia	000394	MedlinePlus
DIS007179	Hypoparathyroidism	000385	MedlinePlus
DIS003297	Hypopharyngeal cancer	C13	ICD-10
DIS006525	Hypophosphatasia	146300	OMIM
DIS006032	Hypophosphatemia	000307	MedlinePlus
DIS003592	Hypopigmentation	21207	DiseasesDB
DIS005492	Hypopituitarism	000343	MedlinePlus
DIS005570	Hypoplastic left heart syndrome	001106	MedlinePlus
DIS004943	Hypoplastic right heart syndrome	746.8	ICD-9-CM
DIS003321	Hypoproteinemia	273.8	ICD-9-CM
DIS006133	Hypoprothrombinemia	286.3	ICD-9-CM
DIS003763	Hypospadias	001286	MedlinePlus
DIS004429	Hypotension	007278	MedlinePlus
DIS007597	Hypothermia	000038	MedlinePlus
DIS007364	Hypothyroidism	000353	MedlinePlus
DIS007553	Hypotrichosis with juvenile macular dystrophy	1573	Orphanet
DIS006719	Hypotrichosis–lymphedema–telangiectasia syndrome	607823	OMIM
DIS007105	Hypouricemia	21432	DiseasesDB
DIS005167	Hypovolemia	000167	MedlinePlus
DIS000865	Hypoxia (medical)	6623	DiseasesDB
DIS005506	I-cell disease	252500	OMIM
DIS005255	Ichthyosis	6646	DiseasesDB
DIS005817	Ichthyosis acquisita	701.1	ICD-9-CM
DIS006866	Ichthyosis prematurity syndrome	608649	OMIM
DIS007084	Id reaction	article/1049760	eMedicine
DIS003481	Ideomotor apraxia	784.69	ICD-9-CM
DIS007260	Idiopathic CD4+ lymphocytopenia	228000	Orphanet
DIS004751	Idiopathic hypersomnia	000803	MedlinePlus
DIS004133	Idiopathic intracranial hypertension	000351	MedlinePlus
DIS004472	Idiopathic pulmonary fibrosis	000069	MedlinePlus
DIS006154	Idiopathic pulmonary haemosiderosis	178550	OMIM
DIS006353	IgG4-related disease	284264	Orphanet
DIS004350	IgG4-related prostatitis	N41.8	ICD-10
DIS003518	Ileus	000260	MedlinePlus
DIS003937	Iliotibial band syndrome	32612	DiseasesDB
DIS004259	Immune disorder	273	ICD-9-CM
DIS004814	Immune thrombocytopenic purpura	000535	MedlinePlus
DIS006801	Immunodeficiency	21506	DiseasesDB
DIS006984	Immunodeficiency–centromeric instability–facial anomalies syndrome	2268	Orphanet
DIS005814	Immunoproliferative disorder	203	ICD-9-CM
DIS006096	Impaired fasting glucose	790.21	ICD-9-CM
DIS005766	Imperforate anus	001147	MedlinePlus
DIS003955	Imperforate hymen	6750	DiseasesDB
DIS006844	Impetigo	000860	MedlinePlus
DIS005335	Impulse control disorder	312.3	ICD-9-CM
DIS008136	Inborn errors of metabolism	002438	MedlinePlus
DIS002898	Incisional hernia	D000069290	MeSH
DIS006785	Incontinentia pigmenti	001583	MedlinePlus
DIS005372	Incontinentia pigmenti achromians	001461	MedlinePlus
DIS000899	Indigestion	003260	MedlinePlus
DIS006490	Infant respiratory distress syndrome	001563	MedlinePlus
DIS005337	Infantile cortical hyperostosis	114000	OMIM
DIS002862	Infantile esotropia	article/1198876	eMedicine
DIS007126	Infantile neuroaxonal dystrophy	256600	OMIM
DIS003367	Infantile neuronal ceroid lipofuscinosis	256730	OMIM
DIS006430	Infantile Refsum disease	14248	DiseasesDB
DIS000445	Infarction	D007238	MeSH
DIS003521	Infection	001-139	ICD-9-CM
DIS006145	Infectious mononucleosis	000591	MedlinePlus
DIS005168	Infective endocarditis	000681	MedlinePlus
DIS007521	Inferior vena cava syndrome	emerg/2718	eMedicine
DIS006330	Infertility	001191	MedlinePlus
DIS004613	Inflammatory bowel disease	31127	DiseasesDB
DIS003210	Inflammatory myopathy	29473	DiseasesDB
DIS006504	Influenza	000080	MedlinePlus
DIS006597	Ingrown nail	001237	MedlinePlus
DIS005971	Inguinal hernia	000960	MedlinePlus
DIS004997	Iniencephaly	740.2	ICD-9-CM
DIS003315	Insect bites and stings	000033	MedlinePlus
DIS003508	Insomnia	000805	MedlinePlus
DIS003588	Insulin resistance	D007333	MeSH
DIS003733	Insulinoma	000387	MedlinePlus
DIS005023	Intellectual disability	001523	MedlinePlus
DIS007393	Intention tremor	333.1	ICD-9-CM
DIS004737	Interdigitating dendritic cell sarcoma	D054739	MeSH
DIS010278	Intermenstrual bleeding	626.6	ICD-9-CM
DIS003679	Intermittent claudication	440.21	ICD-9-CM
DIS006965	Intermittent explosive disorder	312.34	ICD-9-CM
DIS005536	Intermittent hydrarthrosis	29890	DiseasesDB
DIS007189	Internuclear ophthalmoplegia	378.86	ICD-9-CM
DIS007267	Interrupted aortic arch	747.11	ICD-9-CM
DIS005526	Interstitial cystitis	000477	MedlinePlus
DIS003172	Interstitial lung disease	508.1	ICD-9-CM
DIS003999	Interstitial nephritis	000464	MedlinePlus
DIS005995	Interstitial pregnancy	633.1	ICD-9-CM
DIS006479	Intertrigo	003223	MedlinePlus
DIS003958	Intestinal atresia	223400	OMIM
DIS004400	Intestinal capillariasis	127.5	ICD-9-CM
DIS004459	Intestinal malrotation	193250	OMIM
DIS005401	Intestinal neuronal dysplasia	243180	OMIM
DIS008791	intestinal pseudo-obstruction	000253	MedlinePlus
DIS004033	Intracerebral hemorrhage	431	ICD-9-CM
DIS007058	Intracranial aneurysm	001414	MedlinePlus
DIS004059	Intraductal papillary mucinous neoplasm	D13.6	ICD-10
DIS007296	Intraductal papilloma	001238	MedlinePlus
DIS006391	Intrahepatic cholestasis of pregnancy	646.73	ICD-9-CM
DIS005332	Intraparenchymal hemorrhage	431	ICD-9-CM
DIS003607	Intrauterine growth restriction	001500	MedlinePlus
DIS006378	Intrauterine hypoxia	768	ICD-9-CM
DIS006114	Intraventricular hemorrhage	431	ICD-9-CM
DIS004514	Intussusception (medical disorder)	000958	MedlinePlus
DIS003805	Invasive carcinoma of no special type	174	ICD-9-CM
DIS004525	Inverted nipple	611.8	ICD-9-CM
DIS006591	Iodine deficiency	6933	DiseasesDB
DIS004617	IPEX syndrome	304790	OMIM
DIS004948	Iridocorneal endothelial syndrome	32706	DiseasesDB
DIS006223	Iron deficiency	6947	DiseasesDB
DIS003731	Iron-deficiency anemia	000584	MedlinePlus
DIS005236	Irregular sleep–wake rhythm	000806	MedlinePlus
DIS007649	Irritable bowel syndrome	000246	MedlinePlus
DIS005460	Irritant diaper dermatitis	000964	MedlinePlus
DIS007468	Ischemic colitis	000258	MedlinePlus
DIS005810	Ischemic hepatitis	000214	MedlinePlus
DIS005800	Ischemic optic neuropathy	377.41	ICD-9-CM
DIS000964	Isolated hypogonadotropic hypogonadism	146110	OMIM
DIS006344	Isosporiasis	007.2	ICD-9-CM
DIS004026	Isovaleric acidemia	243500	OMIM
DIS005907	Itch	003217	MedlinePlus
DIS003658	Jaccoud arthropathy	714.4	ICD-9-CM
DIS006783	Jackson–Weiss syndrome	123150	OMIM
DIS004691	Jalili syndrome	1873	Orphanet
DIS003861	Jansen's metaphyseal chondrodysplasia	156400	OMIM
DIS005513	Jansky–Bielschowsky disease	204500	OMIM
DIS007068	Japanese encephalitis	062.0	ICD-9-CM
DIS007570	Jarisch–Herxheimer reaction	32939	DiseasesDB
DIS002980	Jaundice	003243	MedlinePlus
DIS004975	Jefferson fracture	805.01	ICD-9-CM
DIS005553	Jervell and Lange-Nielsen syndrome	220400	OMIM
DIS003877	Jet lag	307.45	ICD-9-CM
DIS003579	Johnson–McMillin syndrome	147770	OMIM
DIS003872	Joint dislocation	000014	MedlinePlus
DIS004918	Jones fracture	825.25	ICD-9-CM
DIS006354	Joubert syndrome	213300	OMIM
DIS006838	Jumping Frenchmen of Maine	244100	OMIM
DIS004381	Juvenile dermatomyositis	710.3	ICD-9-CM
DIS003949	Juvenile idiopathic arthritis	000451	MedlinePlus
DIS005770	Juvenile myelomonocytic leukemia	607785	OMIM
DIS004900	Juvenile polyposis syndrome	174900	OMIM
DIS005129	Kabuki syndrome	147920	OMIM
DIS006791	Kallmann syndrome	136350	OMIM
DIS004055	Kaposi's sarcoma	000661	MedlinePlus
DIS006271	Kapur–Toriello syndrome	2328	Orphanet
DIS004450	Kasabach–Merritt syndrome	141000	OMIM
DIS005299	Kaufman oculocerebrofacial syndrome	244450	OMIM
DIS003939	Kayser–Fleischer ring	30056	DiseasesDB
DIS004780	Kearns–Sayre syndrome	277.87	ICD-9-CM
DIS005341	Keloid	000849	MedlinePlus
DIS004981	Keratoacanthoma	238.2	ICD-9-CM
DIS004952	Keratoconjunctivitis	370.40	ICD-9-CM
DIS007591	Keratoconus	001013	MedlinePlus
DIS005318	Keratolytic winter erythema	148370	OMIM
DIS004928	Keratosis pilaris	001462	MedlinePlus
DIS005432	Kerion	110.0	ICD-9-CM
DIS004455	Kernicterus	003243	MedlinePlus
DIS005604	Ketosis	276.2	ICD-9-CM
DIS007180	Keutel syndrome	245150	OMIM
DIS007257	Kidney cancer	189	ICD-9-CM
DIS007374	Kidney disease	D007674	MeSH
DIS003533	Kidney failure	26060	DiseasesDB
DIS003344	Kidney stone disease	000458	MedlinePlus
DIS005701	Kikuchi disease	50918	Orphanet
DIS004348	Kimura's disease	31710	DiseasesDB
DIS006631	Kindler syndrome	173650	OMIM
DIS003758	Kjer's optic neuropathy	165500	OMIM
DIS005222	Klatskin tumor	156.1	ICD-9-CM
DIS003821	Kleine–Levin syndrome	148840	OMIM
DIS004829	Kleptomania	312.32	ICD-9-CM
DIS005799	Klinefelter syndrome	000382	MedlinePlus
DIS004194	Klippel–Feil syndrome	118100	OMIM
DIS004874	Klippel–Trénaunay syndrome	000150	MedlinePlus
DIS004264	Klumpke paralysis	7200	DiseasesDB
DIS005394	Klüver–Bucy syndrome	157823	Orphanet
DIS000083	Knee pain	003187	MedlinePlus
DIS004449	Köhler disease	2054	Orphanet
DIS007641	Kohlschütter-Tönz syndrome	1946	Orphanet
DIS003908	Koilonychia	003247	MedlinePlus
DIS004179	Konzo	988.2	ICD-9-CM
DIS006039	Koro (medicine)	D016911	MeSH
DIS004563	Krabbe disease	001198	MedlinePlus
DIS003624	Krukenberg tumor	183	ICD-9-CM
DIS004427	Krukenberg's spindle	31301	DiseasesDB
DIS000711	Kufs disease	162350	OMIM
DIS006642	Kuru (disease)	001379	MedlinePlus
DIS002346	Kyasanur Forest disease	065.2	ICD-9-CM
DIS003276	Kyphoscoliosis	737.30	ICD-9-CM
DIS004630	Kyphosis	001240	MedlinePlus
DIS007633	Labial fusion	article/953412	eMedicine
DIS006562	Labyrinthine fistula	32218	DiseasesDB
DIS003291	Labyrinthitis	001054	MedlinePlus
DIS005139	Lactic acidosis	000391	MedlinePlus
DIS004982	Lactose intolerance	000276	MedlinePlus
DIS006752	Lacunar stroke	31186	DiseasesDB
DIS005212	Laennec's cirrhosis	571.2	ICD-9-CM
DIS005277	Lafora disease	254780	OMIM
DIS004092	Lambert–Eaton myasthenic syndrome	000710	MedlinePlus
DIS006731	Lamellar ichthyosis	000843	MedlinePlus
DIS005039	Landau–Kleffner syndrome	245570	OMIM
DIS007444	Langer mesomelic dysplasia	249700	OMIM
DIS004495	Langerhans cell histiocytosis	202.5	ICD-9-CM
DIS004765	Langerhans cell sarcoma	D054752	MeSH
DIS004961	Langer–Giedion syndrome	150230	OMIM
DIS005102	Large for gestational age	002251	MedlinePlus
DIS007317	Large granular lymphocytic leukemia	D054066	MeSH
DIS007227	Large-cell lung carcinoma	D018287	MeSH
DIS007076	Large-cell lung carcinoma with rhabdoid phenotype	162	ICD-9-CM
DIS007097	Large-cell lymphoma	200.7	ICD-9-CM
DIS004882	Laron syndrome	245590	OMIM
DIS003393	Laryngeal cancer	161	ICD-9-CM
DIS003204	Laryngeal cyst	article/837630	eMedicine
DIS004726	Laryngeal papillomatosis	212.1	ICD-9-CM
DIS003392	Laryngitis	001385	MedlinePlus
DIS006203	Laryngomalacia	150280	OMIM
DIS003628	Laryngospasm	478.75	ICD-9-CM
DIS004886	Laryngotracheal stenosis	519.19	ICD-9-CM
DIS004286	Lassa fever	078.8	ICD-9-CM
DIS005482	Latent iron deficiency	E61.1	ICD-10
DIS005507	Latent tuberculosis	D055985	MeSH
DIS004759	Lateral medullary syndrome	10449	DiseasesDB
DIS005540	Lateral meningocele syndrome	130720	OMIM
DIS007071	Lathyrism	32679	DiseasesDB
DIS006875	Lattice corneal dystrophy	122200	OMIM
DIS003714	Lattice degeneration	150500	OMIM
DIS007578	Laurence–Moon syndrome	2377	Orphanet
DIS003700	Le Fort fracture of skull	radio/385	eMedicine
DIS007544	Learning disability	315.0	ICD-9-CM
DIS008631	Leber congenital amaurosis	204000	OMIM
DIS004677	Leber's hereditary optic neuropathy	377.16	ICD-9-CM
DIS004786	Lecithin cholesterol acyltransferase deficiency	136120	OMIM
DIS006103	Left anterior fascicular block	I44.4	ICD-10
DIS006352	Left bundle branch block	7352	DiseasesDB
DIS004752	Left ventricular hypertrophy	429.3	ICD-9-CM
DIS005268	Legg–Calvé–Perthes disease	001264	MedlinePlus
DIS007142	Legionnaires' disease	000616	MedlinePlus
DIS005598	Legius syndrome	137605	Orphanet
DIS009014	Leigh syndrome	256000	OMIM
DIS004907	Leiomyoma	218	ICD-9-CM
DIS003389	Leiomyosarcoma	000916	MedlinePlus
DIS004469	Lelis syndrome	140936	Orphanet
DIS003575	Lennox–Gastaut syndrome	2382	Orphanet
DIS005442	Lentigo maligna	32059	DiseasesDB
DIS004146	Lentigo maligna melanoma	32059	DiseasesDB
DIS003909	Leprosy	001347	MedlinePlus
DIS007107	Leptospirosis	001376	MedlinePlus
DIS003352	Léri–Weill dyschondrosteosis	127300	OMIM
DIS004760	Lesch–Nyhan syndrome	001655	MedlinePlus
DIS007608	Lethal congenital contracture syndrome	253310	OMIM
DIS006808	Lethal midline granuloma	29131	DiseasesDB
DIS007559	Letterer–Siwe disease	202.5	ICD-9-CM
DIS005734	Leukemia	001299	MedlinePlus
DIS003287	Leukemoid reaction	000575	MedlinePlus
DIS007507	Leukocyte adhesion deficiency	116920	OMIM
DIS003846	Leukocyte adhesion deficiency-1	116920	OMIM
DIS003279	Leukocytosis	288.3	ICD-9-CM
DIS007271	Leukodystrophy	32504	DiseasesDB
DIS003357	Leukonychia	14140	DiseasesDB
DIS003549	Leukopenia	288.50	ICD-9-CM
DIS005008	Leukoplakia	001046	MedlinePlus
DIS003563	Lev's disease	113900	OMIM
DIS005363	Levo-Transposition of the great arteries	13259	DiseasesDB
DIS005752	Leydig cell hypoplasia	238320	OMIM
DIS003266	Leydig cell tumour	000409	MedlinePlus
DIS005204	Lichen nitidus	34283	DiseasesDB
DIS003488	Lichen planus	000867	MedlinePlus
DIS004782	Lichen ruber moniliformis	32214	DiseasesDB
DIS004588	Lichen sclerosus	701.0	ICD-9-CM
DIS006412	Lichen simplex chronicus	000872	MedlinePlus
DIS004281	Lichen striatus	31402	DiseasesDB
DIS004605	Liddle's syndrome	177200	OMIM
DIS005972	Liebenberg syndrome	186550	OMIM
DIS004283	Ligamentous laxity	728.4	ICD-9-CM
DIS003283	Light chain deposition disease	203.8	ICD-9-CM
DIS005001	Limb-girdle muscular dystrophy	000711	MedlinePlus
DIS007020	Limp	22069	DiseasesDB
DIS000983	Linear and whorled nevoid hypermelanosis	614323	OMIM
DIS007322	Lipid pneumonia	215030	OMIM
DIS004083	Lipid storage disorder	272.7	ICD-9-CM
DIS004015	Lipoid congenital adrenal hyperplasia	201710	OMIM
DIS004082	Lipoma	003279	MedlinePlus
DIS003180	Lipoprotein lipase deficiency	000408	MedlinePlus
DIS004020	Liposarcoma	31482	DiseasesDB
DIS004254	Lisfranc injury	orthoped/511	eMedicine
DIS003996	Lisp	307.9	ICD-9-CM
DIS007236	Lissencephaly	236670	OMIM
DIS005074	Listeriosis	001380	MedlinePlus
DIS004127	Livedoid vasculitis	709.1	ICD-9-CM
DIS006440	Liver abscess	000261	MedlinePlus
DIS007440	Liver cancer	000280	MedlinePlus
DIS000135	Liver disease	000205	MedlinePlus
DIS005961	Liver injury	864	ICD-9-CM
DIS005082	Li–Fraumeni syndrome	151623	OMIM
DIS004669	Loa loa filariasis	125.2	ICD-9-CM
DIS005587	Lobar pneumonia	481	ICD-9-CM
DIS003608	Lobomycosis	116.2	ICD-9-CM
DIS005681	Lobular carcinoma in situ	D05.0	ICD-10
DIS005677	Loeys–Dietz syndrome	34032	DiseasesDB
DIS005735	Long QT syndrome	11104	DiseasesDB
DIS003623	Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	277.85	ICD-9-CM
DIS000685	Louping ill	063.1	ICD-9-CM
DIS003742	Low back pain	007422	MedlinePlus
DIS007600	Lower gastrointestinal bleeding	003133	MedlinePlus
DIS004718	Lown–Ganong–Levine syndrome	108950	OMIM
DIS004191	Loxoscelism	989.5	ICD-9-CM
DIS004488	Lucey–Driscoll syndrome	2312	Orphanet
DIS004047	Ludwig's angina	001047	MedlinePlus
DIS005822	Lumbar spinal stenosis	31116	DiseasesDB
DIS006810	Lung abscess	513.x	ICD-9-CM
DIS003673	Lung cancer	007194	MedlinePlus
DIS004131	Lupus erythematosus	695.4	ICD-9-CM
DIS005715	Lupus nephritis	000481	MedlinePlus
DIS006126	Lupus vulgaris	017.0	ICD-9-CM
DIS004748	Lutembacher's syndrome	745.5	ICD-9-CM
DIS007360	Lyme disease	001319	MedlinePlus
DIS006439	Lymphangiectasia	457.1	ICD-9-CM
DIS006205	Lymphangioleiomyomatosis	30755	DiseasesDB
DIS005633	Lymphangioma	7665	DiseasesDB
DIS007429	Lymphangioma circumscriptum	article/1086806	eMedicine
DIS005150	Lymphangiosarcoma	29095	DiseasesDB
DIS006063	Lymphatic filariasis	125.0	ICD-9-CM
DIS003584	Lymphedema	153100	OMIM
DIS005367	Lymphedema–distichiasis syndrome	153400	OMIM
DIS006995	Lymphocele	457.8	ICD-9-CM
DIS004177	Lymphocytic choriomeningitis	049.0	ICD-9-CM
DIS006694	Lymphocytic colitis	30087	DiseasesDB
DIS004192	Lymphocytic interstitial pneumonia	31904	DiseasesDB
DIS003864	Lymphogranuloma venereum	000634	MedlinePlus
DIS003407	Lymphoid leukemia	204	ICD-9-CM
DIS004806	Lymphoma	000580	MedlinePlus
DIS005109	Lymphomatoid granulomatosis	33208	DiseasesDB
DIS005733	Lymphoproliferative disorders	238.79	ICD-9-CM
DIS007620	Lysinuric protein intolerance	222700	OMIM
DIS002526	Lysosomal acid lipase deficiency	272.7	ICD-9-CM
DIS006756	Lysosomal storage disease	D016464	MeSH
DIS006773	Machado–Joseph disease	109150	OMIM
DIS004441	Macrocephaly	003305	MedlinePlus
DIS004210	Macrocytosis	289.89	ICD-9-CM
DIS003216	Macroglossia	002250	MedlinePlus
DIS007583	Macropsia	003029	MedlinePlus
DIS004101	Macular degeneration	001000	MedlinePlus
DIS003448	Macular edema	153880	OMIM
DIS006342	Madelung's deformity	127300	OMIM
DIS003830	Maffucci syndrome	166000	OMIM
DIS010281	Magnesium deficiency	000315	MedlinePlus
DIS005757	Major depressive disorder	003213	MedlinePlus
DIS005165	Major depressive episode	296.2	ICD-9-CM
DIS005977	Major trauma	000024	MedlinePlus
DIS003803	Malabsorption	000299	MedlinePlus
DIS003376	Malakoplakia	29128	DiseasesDB
DIS005291	Malaria	000621	MedlinePlus
DIS006703	Male accessory gland infection	N49.8	ICD-10
DIS004240	Male breast cancer	000913	MedlinePlus
DIS006073	Male infertility	001191	MedlinePlus
DIS006951	Malignant acrospiroma	D018250	MeSH
DIS006532	Malignant histiocytosis	202.3	ICD-9-CM
DIS004384	Malignant hyperthermia	001315	MedlinePlus
DIS007445	Malignant peripheral nerve sheath tumor	C47	ICD-10
DIS004436	Malignant pleural effusion	511.81	ICD-9-CM
DIS005999	Malignant rhabdoid tumour	609322	OMIM
DIS004905	Mallet finger	31230	DiseasesDB
DIS004448	Mallory–Weiss syndrome	000269	MedlinePlus
DIS004230	Malnutrition	000404	MedlinePlus
DIS007134	Malocclusion	524.4	ICD-9-CM
DIS003880	Malonyl-CoA decarboxylase deficiency	248360	OMIM
DIS001045	Malpuech facial clefting syndrome	248340	OMIM
DIS006076	MALT lymphoma	200.3	ICD-9-CM
DIS006589	Mandibular fracture	D008337	MeSH
DIS003852	Mandibuloacral dysplasia	248370	OMIM
DIS005398	Mange	33039	DiseasesDB
DIS007474	Mantle cell lymphoma	200.4	ICD-9-CM
DIS004682	Maple syrup urine disease	000373	MedlinePlus
DIS005446	Marasmus	261	ICD-9-CM
DIS003308	Marchiafava–Bignami disease	31494	DiseasesDB
DIS005838	Marcus Gunn phenomenon	154600	OMIM
DIS002866	Marcus Gunn pupil	29599	DiseasesDB
DIS003738	Marden–Walker syndrome	2461	Orphanet
DIS005032	Marfan syndrome	000418	MedlinePlus
DIS004822	Marinesco–Sjögren syndrome	248800	OMIM
DIS003443	Maroteaux–Lamy syndrome	253200	OMIM
DIS005330	Marshall syndrome	154780	OMIM
DIS005533	MASA syndrome	2466	Orphanet
DIS006215	Mast cell leukemia	207.8	ICD-9-CM
DIS003888	Mast cell sarcoma	202.6	ICD-9-CM
DIS007053	Mastitis	001490	MedlinePlus
DIS004602	Mastocytosis	154800	OMIM
DIS005342	Mastoiditis	001034	MedlinePlus
DIS003648	Maternal death	646.9	ICD-9-CM
DIS005530	Maturity onset diabetes of the young	606391	OMIM
DIS008357	Maxillary hypoplasia	34904	DiseasesDB
DIS006285	May–Thurner syndrome	33411	DiseasesDB
DIS006903	McCune–Albright syndrome	001217	MedlinePlus
DIS003704	McKusick–Kaufman syndrome	236700	OMIM
DIS006221	Measles	001569	MedlinePlus
